timestamp_iso,frame,detected,num_objects,objects_json
2026-09-13T03:34:56.515,16,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:34:57.019,17,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:34:57.515,18,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:34:58.019,19,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:34:58.519,20,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:34:59.013,21,False,0,[]
2026-09-13T03:34:59.518,22,False,0,[]
2026-09-13T03:35:00.032,23,False,0,[]
2026-09-13T03:35:00.510,24,False,0,[]
2026-09-13T03:35:01.017,25,False,0,[]
2026-09-13T03:35:01.514,26,False,0,[]
2026-09-13T03:35:02.021,27,False,0,[]
2026-09-13T03:35:02.519,28,False,0,[]
2026-09-13T03:35:03.021,29,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:03.518,30,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:04.035,31,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:04.511,32,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:05.032,33,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:05.514,34,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:06.023,35,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:06.514,36,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:07.019,37,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:07.513,38,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:08.015,39,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:08.520,40,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:09.022,41,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837155, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:09.514,42,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:10.022,43,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:10.526,44,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:11.017,45,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:11.545,46,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:12.029,47,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:12.529,48,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:13.025,49,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837155, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:13.512,50,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:14.522,51,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:14.524,52,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:15.031,53,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:15.506,54,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:16.023,55,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:16.522,56,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:17.020,57,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:17.524,58,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:18.021,59,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:18.515,60,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:19.017,61,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:19.513,62,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:20.016,63,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:20.514,64,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:21.017,65,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:21.520,66,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:22.015,67,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:22.541,68,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:23.014,69,False,0,[]
2026-09-13T03:35:23.543,70,False,0,[]
2026-09-13T03:35:24.025,71,False,0,[]
2026-09-13T03:35:24.519,72,False,0,[]
2026-09-13T03:35:25.019,73,False,0,[]
2026-09-13T03:35:25.516,74,False,0,[]
2026-09-13T03:35:26.018,75,False,0,[]
2026-09-13T03:35:26.516,76,False,0,[]
2026-09-13T03:35:27.018,77,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:27.511,78,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:28.015,79,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:28.518,80,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:29.006,81,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:29.538,82,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:30.014,83,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:30.538,84,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.1316666603088379, ""d"": 0.0, ""h"": 0.1316666603088379}}]"
2026-09-13T03:35:31.017,85,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:31.534,86,True,1,"[{""id"": 0, ""position"": {""x"": 1.15, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:32.017,87,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:32.543,88,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:33.015,89,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837155, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:33.541,90,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:34.005,91,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:34.540,92,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799996256828308, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:35.017,93,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:35.535,94,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": 0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:36.013,95,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:36.511,96,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:37.013,97,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837155, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:37.520,98,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:38.013,99,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:38.520,100,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.15799999237060547, ""d"": 0.0, ""h"": 0.15799999237060547}}]"
2026-09-13T03:35:39.015,101,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:39.521,102,True,1,"[{""id"": 0, ""position"": {""x"": 1.3500000476837157, ""y"": -0.4400000174840291, ""z"": 0.3}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:40.017,103,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:40.523,104,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:41.016,105,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:41.516,106,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:42.024,107,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:42.520,108,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.10533333569765091, ""d"": 0.0, ""h"": 0.1053333431482315}}]"
2026-09-13T03:35:43.012,109,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:43.520,110,True,1,"[{""id"": 0, ""position"": {""x"": 0.950000011920929, ""y"": 0.0, ""z"": 0.5133333365122477}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:44.013,111,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:44.518,112,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:45.022,113,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:45.521,114,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:46.014,115,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
2026-09-13T03:35:46.519,116,True,1,"[{""id"": 0, ""position"": {""x"": 2.65, ""y"": 0.0, ""z"": 0.3}, ""size"": {""w"": 0.3291666507720947, ""d"": 0.0, ""h"": 0.3291666507720947}}]"
